Body_ID,Date,Time,0_NOSE,1_NECK,2_RIGHT_SHOULDER,3_RIGHT_ELBOW,4_RIGHT_WRIST,5_LEFT_SHOULDER,6_LEFT_ELBOW,7_LEFT_WRIST,8_RIGHT_HIP,9_RIGHT_KNEE,10_RIGHT_ANKLE,11_LEFT_HIP,12_LEFT_KNEE,13_LEFT_ANKLE,14_RIGHT_EYE,15_LEFT_EYE,16_RIGHT_EAR,17_LEFT_EAR
4,2023-04-04,16:19:39.466451,"-0.18467194,0.69569325,-6.18908","-0.25374252,0.5531176,-6.1739273","-0.2898374,0.5368254,-6.0248194","-0.27965024,0.3357975,-6.0485697","-0.27134913,0.14247489,-6.0717707","-0.21764763,0.56940985,-6.323035","-0.20746046,0.36838168,-6.346785","-0.19915935,0.17505908,-6.369986","-0.2404338,0.085773885,-6.1337414","-0.21296091,-0.30716574,-6.1794796","-0.19228274,-0.6565703,-6.221128","-0.19744213,0.101545036,-6.297667","-0.15821838,-0.29214716,-6.270904","-0.15597543,-0.6443144,-6.2561045","-0.19343425,0.72514206,-6.1581893","-0.20304847,0.73051316,-6.207739","-0.24003763,0.7104529,-6.1030746","-0.267278,0.72567105,-6.2434654"
3,2023-04-04,16:19:39.467447,"-1.5023518,0.64059865,-6.369968","-1.5107673,0.52919674,-6.4923053","-1.5650712,0.5044884,-6.3201337","-1.5942954,0.27500993,-6.385606","-1.5905817,0.050091267,-6.438879","-1.4564636,0.553905,-6.6644764","-1.435025,0.3155576,-6.687541","-1.4161612,0.08628225,-6.7102833","-1.5407517,0.048324466,-6.47763","-1.6060215,-0.28371787,-6.650336","-1.6595386,-0.58042526,-6.802475","-1.482411,0.07227826,-6.6420755","-1.5225712,-0.29119718,-6.7450914","-1.5540165,-0.61511827,-6.8352704","-1.5494045,0.6660532,-6.372792","-1.5008053,0.6734898,-6.412224","-1.656577,0.65949786,-6.413777","-1.5188794,0.6805682,-6.525502"
2,2023-04-04,16:19:39.552164,"-2.1431565,-0.024682373,-1.9697386","-2.0797417,-0.13476422,-2.0853918","-2.206363,-0.13710159,-2.0917397","-2.2069926,-0.3345519,-2.1168494","-2.190472,-0.47889408,-1.9922658","-1.9531207,-0.13242677,-2.0790443","-1.8848665,-0.3187611,-2.0944855","-1.9106083,-0.4779064,-1.991341","-2.1500645,-0.5964085,-2.1343346","-2.1992335,-0.9783136,-2.2009585","-2.2429671,-1.3178442,-2.2598176","-1.988179,-0.5947516,-2.1207695","-2.0145378,-0.9724326,-2.2175684","-2.0046837,-1.2324386,-2.4476943","-2.1674147,0.015236825,-1.9960363","-2.1212304,0.022769958,-1.9816176","-2.1844516,0.027339846,-2.1002176","-2.053596,0.048683643,-2.0593643"
4,2023-04-04,16:19:39.554157,"-0.19433667,0.66316366,-5.7880096","-0.25995767,0.51694244,-5.769491","-0.26592425,0.49733245,-5.6165733","-0.26205444,0.29652488,-5.644043","-0.2593407,0.10342926,-5.6704965","-0.25399107,0.5365524,-5.9224086","-0.2501213,0.33574492,-5.9498787","-0.24740754,0.1426493,-5.976332","-0.24936268,0.04894966,-5.743266","-0.21644604,-0.33140606,-5.8078012","-0.1959803,-0.6700617,-5.865659","-0.24103163,0.06882644,-5.9120445","-0.20930246,-0.3161013,-5.884792","-0.20527403,-0.6594979,-5.8620605","-0.19636774,0.6896037,-5.7534566","-0.21509767,0.69934964,-5.8005257","-0.23047759,0.6694026,-5.692238","-0.28354567,0.69701624,-5.8256006"
3,2023-04-04,16:19:39.555154,"-1.5785292,0.5847144,-5.9808345","-1.5608277,0.48124474,-6.116147","-1.6318085,0.45268196,-5.950787","-1.6526777,0.22265494,-6.017238","-1.6451577,-0.0022655725,-6.069774","-1.4898466,0.5098077,-6.2815075","-1.468244,0.27232093,-6.3114576","-1.4498963,0.04389572,-6.3413086","-1.6028694,0.004721284,-6.1204696","-1.6654644,-0.32211125,-6.307137","-1.7164048,-0.6145624,-6.4711657","-1.5291206,0.031553507,-6.276247","-1.5623589,-0.32915413,-6.3961115","-1.5878123,-0.6507199,-6.5008774","-1.6230056,0.6127304,-5.991464","-1.5672238,0.6194718,-6.020079","-1.7200161,0.61333025,-6.0530705","-1.5619678,0.6324312,-6.1341457"
2,2023-04-04,16:19:39.645851,"-2.169615,-0.059173495,-1.764234","-2.0846925,-0.1561802,-1.8661236","-2.2067385,-0.16193,-1.9000705","-2.1935618,-0.35206693,-1.9192076","-2.1950579,-0.4761204,-1.7830741","-1.9626465,-0.15043041,-1.8321769","-1.9013811,-0.33191025,-1.8340663","-1.9464775,-0.48663986,-1.7449102","-2.1302335,-0.6183256,-1.9272553","-2.1550415,-0.9995143,-2.0242736","-2.177207,-1.3384371,-2.1101356","-1.9755962,-0.6117687,-1.8780435","-1.95286,-0.98259884,-2.0095768","-1.8758727,-1.2242907,-2.251217","-2.1875405,-0.016649067,-1.7899115","-2.1451895,-0.012381822,-1.7659456","-2.1839898,0.0038211346,-1.8910991","-2.0639954,0.01591158,-1.823196"
4,2023-04-04,16:19:39.647844,"-0.19936505,0.6155523,-5.4208684","-0.2527938,0.46608257,-5.40211","-0.20809539,0.44669995,-5.2551546","-0.17356001,0.24894851,-5.2833695","-0.14287224,0.058282316,-5.309804","-0.29749218,0.4854652,-5.549065","-0.2978689,0.28459626,-5.576378","-0.2969017,0.09150946,-5.6030364","-0.22830375,0.0093768835,-5.3808875","-0.19613093,-0.349074,-5.490892","-0.17865378,-0.66945845,-5.585487","-0.27697778,0.029599011,-5.541233","-0.26974368,-0.3461647,-5.521932","-0.2810778,-0.67972785,-5.4994187","-0.19498345,0.6375361,-5.383922","-0.22276205,0.65140563,-5.426751","-0.21550427,0.61073,-5.319401","-0.29421028,0.6500269,-5.4407496"
3,2023-04-04,16:19:39.649837,"-1.5699781,0.555115,-5.766209","-1.6269679,0.459301,-5.873774","-1.6332372,0.43234706,-5.6932945","-1.655806,0.198098,-5.742064","-1.6488328,-0.028268397,-5.7880254","-1.6206987,0.48625487,-6.0542545","-1.6003939,0.24944466,-6.0898795","-1.5834267,0.021555305,-6.1242504","-1.6443639,-0.014913082,-5.8576856","-1.6760707,-0.3523687,-6.033078","-1.6987938,-0.65293205,-6.188713","-1.6333998,0.010873377,-6.028482","-1.6586108,-0.35483027,-6.1346393","-1.6818142,-0.6798326,-6.229043","-1.609427,0.58891606,-5.751394","-1.576395,0.59214747,-5.8050117","-1.7222974,0.5987333,-5.7523556","-1.628707,0.6078885,-5.904273"
2,2023-04-04,16:19:39.739538,"-2.1724956,-0.07687411,-1.6363757","-2.0759783,-0.16878602,-1.7268206","-2.1921268,-0.1770575,-1.7782515","-2.1719434,-0.3632133,-1.7941718","-2.1878507,-0.48449913,-1.6611787","-1.9598299,-0.16051453,-1.6753896","-1.9013852,-0.3390344,-1.6699401","-1.9544036,-0.49247134,-1.5905885","-2.1025672,-0.63068575,-1.7931542","-2.1028993,-1.0119959,-1.9021631","-2.103367,-1.3510437,-1.9986892","-1.9572016,-0.6206827,-1.7217145","-1.9023882,-0.9887012,-1.8589668","-1.7835357,-1.2239747,-2.0930426","-2.1866612,-0.032963216,-1.6610992","-2.1476943,-0.030997425,-1.6318692","-2.170917,-0.00814423,-1.758291","-2.0605106,-0.0025745928,-1.6754726"
4,2023-04-04,16:19:39.741531,"-0.24683882,0.5426582,-5.110311","-0.29115188,0.3919389,-5.0928674","-0.20906843,0.3753237,-4.9626527","-0.17248346,0.17973107,-5.0015345","-0.13961177,-0.009020805,-5.037558","-0.37323523,0.40855405,-5.223082","-0.37730843,0.20735961,-5.2478004","-0.3740615,0.01448828,-5.276007","-0.25845805,-0.054534554,-5.0717487","-0.26308385,-0.41261375,-5.1873827","-0.29978755,-0.7349139,-5.2690377","-0.34762433,-0.036940515,-5.21069","-0.36067748,-0.41297024,-5.204007","-0.3732427,-0.7471726,-5.197444","-0.2399219,0.5648917,-5.074392","-0.2728728,0.57633305,-5.1148543","-0.2516992,0.5388945,-5.0074973","-0.3450601,0.5713118,-5.1221433"
3,2023-04-04,16:19:39.743525,"-1.567598,0.4631414,-5.6374383","-1.6711924,0.40261412,-5.668966","-1.6165687,0.38216937,-5.4961376","-1.6307676,0.14455873,-5.529328","-1.6276084,-0.08350712,-5.56648","-1.7258161,0.42305905,-5.841794","-1.7128226,0.1857928,-5.87782","-1.7013336,-0.04244697,-5.912155","-1.6671922,-0.067631245,-5.63504","-1.6841949,-0.4241438,-5.768738","-1.695566,-0.74079555,-5.8886547","-1.7156601,-0.04823476,-5.799064","-1.747243,-0.41696614,-5.890197","-1.7788544,-0.74466425,-5.970149","-1.5805721,0.5047575,-5.6055775","-1.5842545,0.5039445,-5.668631","-1.6654091,0.5376258,-5.5430393","-1.6758425,0.5353224,-5.7216926"
4,2023-04-04,16:19:39.844188,"-0.39679915,0.4496096,-4.5055604","-0.41339344,0.2865767,-4.4900436","-0.27107203,0.27983224,-4.42943","-0.25660062,0.08346391,-4.4825907","-0.24348481,-0.10589093,-4.531891","-0.5557149,0.29332113,-4.550657","-0.6100965,0.09902936,-4.520835","-0.64064795,-0.0938952,-4.5382853","-0.33735624,-0.15527827,-4.50592","-0.3787823,-0.50881386,-4.611305","-0.4201431,-0.82573634,-4.6933775","-0.49196172,-0.14774358,-4.5657163","-0.48748055,-0.5097683,-4.483696","-0.48079675,-0.83306736,-4.417971","-0.37963912,0.47341946,-4.4741163","-0.428668,0.47654656,-4.495125","-0.3554455,0.44653165,-4.410011","-0.4943606,0.45539194,-4.469537"
3,2023-04-04,16:19:39.846181,"-1.6673776,0.3397354,-5.3714914","-1.7531319,0.31872392,-5.320645","-1.6450661,0.30798554,-5.175699","-1.6486393,0.0689562,-5.200401","-1.641152,-0.15980804,-5.2322035","-1.8611975,0.3294623,-5.465592","-1.8552902,0.0917061,-5.500162","-1.8488641,-0.1368053,-5.5339513","-1.7173166,-0.14667708,-5.2747836","-1.7084488,-0.51647645,-5.3323975","-1.6991534,-0.84498465,-5.384662","-1.8203671,-0.13665682,-5.4112964","-1.8564341,-0.5028451,-5.480253","-1.8922334,-0.8284744,-5.5387287","-1.6495476,0.38449824,-5.346435","-1.6895436,0.38321573,-5.3953147","-1.6726621,0.43663505,-5.254053","-1.7859834,0.4330016,-5.3925467"
4,2023-04-04,16:19:39.929901,"-0.49022296,0.45145503,-4.32202","-0.48592052,0.2806838,-4.316169","-0.33097634,0.28203475,-4.292189","-0.29319683,0.086069524,-4.34181","-0.25728676,-0.103088856,-4.3868732","-0.6408648,0.27933258,-4.3401475","-0.68886983,0.08850396,-4.280385","-0.7216837,-0.10647595,-4.283086","-0.39113906,-0.155599,-4.3618946","-0.43261108,-0.50843596,-4.461737","-0.4692525,-0.8215017,-4.552556","-0.55613506,-0.15660042,-4.3799663","-0.5378345,-0.5222773,-4.3338394","-0.5208029,-0.84808177,-4.2997494","-0.4681954,0.4748115,-4.2929378","-0.52093065,0.47371358,-4.3010883","-0.42650405,0.44590023,-4.238418","-0.5759206,0.4427898,-4.261513"
3,2023-04-04,16:19:39.930897,"-1.7334689,0.30189866,-5.2734613","-1.8023913,0.2873943,-5.2021894","-1.6793635,0.28109324,-5.0701337","-1.6823148,0.041691005,-5.090977","-1.6745495,-0.18732482,-5.1208224","-1.9254196,0.29369515,-5.3342447","-1.9218042,0.0554837,-5.365849","-1.9172305,-0.17340958,-5.397252","-1.7541119,-0.17578226,-5.1522965","-1.7330261,-0.5458456,-5.1746902","-1.7134092,-0.8746876,-5.19544","-1.8731376,-0.17003006,-5.2750764","-1.9105401,-0.5354472,-5.3295217","-1.9467936,-0.86036235,-5.3750014","-1.7095515,0.34705585,-5.2546983","-1.758221,0.34538496,-5.2948976","-1.7128271,0.40283597,-5.1621237","-1.8507237,0.39810202,-5.276023"
4,2023-04-04,16:19:40.026578,"-0.55648005,0.42435324,-4.054994","-0.53747964,0.25087422,-4.054715","-0.37952605,0.25823623,-4.0568566","-0.32605654,0.06465095,-4.108494","-0.27459162,-0.12224883,-4.1551456","-0.6954334,0.24351215,-4.0525727","-0.7297049,0.053145707,-3.9778287","-0.75831795,-0.14402449,-3.969973","-0.4351347,-0.18106681,-4.1202574","-0.4746816,-0.5331216,-4.2174315","-0.51042724,-0.8437767,-4.3114653","-0.6008384,-0.1886046,-4.109363","-0.58179903,-0.55511594,-4.093355","-0.5651915,-0.88110054,-4.0841384","-0.5304468,0.448263,-4.0293875","-0.5833161,0.44413912,-4.0268254","-0.477163,0.41995743,-3.983898","-0.62695926,0.40827346,-3.9766402"
3,2023-04-04,16:19:40.028571,"-1.7933508,0.27178323,-5.1365457","-1.8518679,0.25836903,-5.055696","-1.7210252,0.25454557,-4.9318767","-1.7251348,0.014911711,-4.949594","-1.7184947,-0.21434855,-4.977762","-1.9827106,0.26219237,-5.179515","-1.9809847,0.023733616,-5.2093396","-1.9781034,-0.20537716,-5.2393026","-1.7972207,-0.2035271,-5.0033603","-1.7689157,-0.57115746,-5.008011","-1.743085,-0.897877,-5.012895","-1.9248304,-0.20009613,-5.117097","-1.9634105,-0.56408894,-5.1617694","-2.0002892,-0.8876973,-5.1985726","-1.767583,0.31749862,-5.121754","-1.8201147,0.3148535,-5.1565776","-1.7613542,0.37526786,-5.030791","-1.9101946,0.36777374,-5.129457"
4,2023-04-04,16:19:40.130231,"-0.68191653,0.29822713,-3.5153072","-0.6990382,0.12814876,-3.538219","-0.6307392,0.12615079,-3.3955717","-0.7091811,-0.07459867,-3.3724613","-0.7716205,-0.2728231,-3.356618","-0.76733714,0.13014671,-3.6808665","-0.73452187,-0.08278686,-3.7047408","-0.64573836,-0.26535386,-3.7519574","-0.64041936,-0.30922788,-3.4822872","-0.74495673,-0.656839,-3.536634","-0.8324419,-0.9669719,-3.5876775","-0.7134035,-0.3062458,-3.62755","-0.76124173,-0.6695049,-3.649218","-0.7994159,-0.9928063,-3.6706748","-0.69773495,0.32081297,-3.484189","-0.70816845,0.3255505,-3.532423","-0.7319443,0.29040694,-3.433066","-0.7615057,0.30382982,-3.5697284"
3,2023-04-04,16:19:40.132225,"-1.8362681,0.20804524,-4.5628366","-1.9510125,0.15029478,-4.577991","-1.9636265,0.13263482,-4.4173913","-2.0129735,-0.09364939,-4.4279504","-2.011193,-0.31643653,-4.435616","-1.9383986,0.16795462,-4.7385902","-1.8957003,-0.056185722,-4.77969","-1.8575684,-0.2721904,-4.819488","-2.0201073,-0.31141394,-4.548029","-2.1248074,-0.6601526,-4.611359","-2.2130022,-0.9715933,-4.667489","-2.0085037,-0.29216534,-4.71732","-2.0292966,-0.6602088,-4.7438364","-2.1187637,-0.97499084,-4.772682","-1.8380853,0.24746627,-4.5279107","-1.8409128,0.2580862,-4.5786953","-1.9159029,0.2792517,-4.4681993","-1.9239143,0.3093414,-4.612088"
4,2023-04-04,16:19:40.250828,"-0.8543181,0.21013096,-2.9058385","-0.8169403,0.064641684,-3.001704","-0.89685667,0.062247545,-2.9077158","-0.966197,-0.06414685,-3.0138843","-1.022632,-0.19704872,-3.1076348","-0.73702395,0.067035794,-3.0956922","-0.69816506,-0.10136384,-3.048928","-0.6274561,-0.23905668,-2.9735763","-0.89568496,-0.37348172,-2.9736016","-1.0203112,-0.7160559,-3.065233","-1.1301467,-1.0211276,-3.1458561","-0.7879836,-0.37039876,-3.094382","-0.79938436,-0.73913693,-3.1664054","-0.80761814,-1.067281,-3.2287476","-0.88623667,0.23558125,-2.9201992","-0.84486866,0.24440289,-2.930514","-0.9393354,0.21829146,-2.9794867","-0.822126,0.24328598,-3.008712"
3,2023-04-04,16:19:40.252821,"-2.0018568,0.14014894,-3.948094","-2.0410445,0.05419922,-4.0623507","-2.1866915,0.053857684,-4.0034633","-2.2324386,-0.16631043,-4.02827","-2.2729378,-0.3794884,-4.0436234","-1.8953974,0.054540932,-4.1212387","-1.840261,-0.1641599,-4.1389055","-1.7887292,-0.3744942,-4.159514","-2.1624215,-0.39132953,-4.137643","-2.2364564,-0.7247418,-4.280176","-2.3031006,-1.0200384,-4.408917","-2.004357,-0.38976485,-4.20168","-2.0783877,-0.75187016,-4.220654","-2.1795096,-1.0440347,-4.333038","-2.0333817,0.17988563,-3.9413896","-1.9944434,0.18934786,-3.9600222","-2.1127815,0.20693836,-3.9975014","-2.0024555,0.23374817,-4.0502954"
4,2023-04-04,16:19:40.346508,"-0.95931387,0.1675477,-2.6632316","-0.87383735,0.029173315,-2.7421868","-0.9768764,0.03175047,-2.6982567","-0.99355465,-0.07926074,-2.816226","-1.0053282,-0.19665644,-2.9191697","-0.7707982,0.026596189,-2.7861166","-0.7657585,-0.12558445,-2.728375","-0.74536276,-0.25001284,-2.6355343","-0.9795476,-0.40440077,-2.7591176","-1.1031995,-0.7436002,-2.8722885","-1.2130545,-1.0451845,-2.9727266","-0.82860506,-0.4089404,-2.815972","-0.8272561,-0.78072643,-2.8861654","-0.82562774,-1.1114159,-2.9474099","-0.97719735,0.1952138,-2.692593","-0.93889046,0.2024414,-2.6809132","-0.9887782,0.1843259,-2.7778468","-0.8802424,0.20480406,-2.744754"
3,2023-04-04,16:19:40.348501,"-2.093552,0.17121643,-3.6664612","-2.025843,0.060688198,-3.783388","-2.1708663,0.07378507,-3.848095","-2.205453,-0.15506327,-3.8962452","-2.2379408,-0.37486655,-3.9442136","-1.8808194,0.04759115,-3.7186801","-1.8480428,-0.18652809,-3.7188191","-1.8154588,-0.41147673,-3.7213287","-2.0886416,-0.3757038,-3.9408622","-2.0752714,-0.7060516,-4.1084857","-2.0614815,-0.9976344,-4.2613153","-1.9335787,-0.38840508,-3.8711753","-2.0059261,-0.7427176,-3.9526267","-2.0228336,-1.0276163,-4.1172915","-2.1111064,0.21520025,-3.687489","-2.0735881,0.21896312,-3.669024","-2.108522,0.23872674,-3.7850456","-2.0022192,0.24938825,-3.7327287"
4,2023-04-04,16:19:40.464115,"-1.1076435,0.05741763,-2.2128153","-1.0166419,-0.08465114,-2.2589953","-1.132653,-0.084549695,-2.2844858","-1.068052,-0.21921518,-2.3989792","-1.0087029,-0.3598117,-2.4962175","-0.90063035,-0.08475256,-2.2335052","-0.83316517,-0.25954363,-2.215801","-0.7838423,-0.4201307,-2.1485407","-1.0882052,-0.5225142,-2.3141448","-1.1370823,-0.8778955,-2.3863142","-1.1805124,-1.1937792,-2.4505286","-0.9305201,-0.5233662,-2.273591","-0.9628061,-0.8878343,-2.2773018","-0.9915963,-1.2118015,-2.2802417","-1.1103375,0.085819185,-2.2459235","-1.0798489,0.089978576,-2.2216072","-1.0893848,0.073752314,-2.3281152","-1.0030001,0.085537225,-2.259219"
3,2023-04-04,16:19:40.466108,"-2.1969807,0.15008059,-3.2712977","-2.067599,0.016396403,-3.3187945","-2.1607666,0.036092818,-3.501495","-2.1768012,-0.243702,-3.561953","-2.1860502,-0.5123338,-3.6231709","-1.9744308,-0.0033000708,-3.136094","-1.935139,-0.28658295,-3.156204","-1.9161664,-0.5614165,-3.1663358","-2.0423083,-0.42758524,-3.4759595","-1.9514412,-0.76943326,-3.598865","-1.866187,-1.0713248,-3.7101603","-1.9656609,-0.44247472,-3.3238444","-1.9919018,-0.8008037,-3.4293647","-1.920514,-1.0960099,-3.5655646","-2.1895103,0.19765636,-3.2931194","-2.1748197,0.19519597,-3.2548985","-2.1172476,0.21700415,-3.360005","-2.075625,0.21003312,-3.2517126"
5,2023-04-04,16:19:40.467105,"-0.5904976,0.4188655,-4.7397904","-0.59384096,0.26272923,-4.836664","-0.7333296,0.26253986,-4.841422","-0.7586029,0.06310445,-4.8664603","-0.78279,-0.12827039,-4.893564","-0.45435247,0.26291883,-4.8319077","-0.4138514,0.06910503,-4.8747563","-0.3815756,-0.12138456,-4.849939","-0.670252,-0.16621524,-4.94628","-0.65509003,-0.52264196,-5.068164","-0.6406028,-0.82280415,-5.2164526","-0.50892824,-0.1649167,-4.942202","-0.53138536,-0.52319056,-5.0573583","-0.5511994,-0.83959246,-5.1659584","-0.61341727,0.4484399,-4.76804","-0.5705742,0.44945887,-4.769203","-0.6548747,0.43907407,-4.8548484","-0.53348595,0.44196102,-4.8581433"
4,2023-04-04,16:19:40.567768,"-1.1772736,0.013064951,-1.6878009","-1.1150051,-0.10663113,-1.7611569","-1.2391212,-0.10634899,-1.7803378","-1.25911,-0.27446577,-1.8625844","-1.278114,-0.4355554,-1.9428556","-0.9908892,-0.10691321,-1.741976","-0.86721265,-0.2419874,-1.7854085","-0.8826157,-0.36359656,-1.6522598","-1.193065,-0.54266,-1.796271","-1.2393478,-0.89390147,-1.8175565","-1.2805482,-1.2061292,-1.8361266","-1.0323448,-0.544159,-1.7686591","-1.0622741,-0.8850973,-1.8626328","-1.0889492,-1.1882612,-1.9457501","-1.1869082,0.045558825,-1.7154341","-1.1511343,0.046473756,-1.6984247","-1.1860721,0.045843303,-1.8018157","-1.0847119,0.048435673,-1.7536228"
3,2023-04-04,16:19:40.569762,"-2.1272926,0.13567376,-2.9962373","-1.9891471,0.0021080375,-3.0237303","-2.0618916,0.017249167,-3.245217","-2.0651455,-0.29252005,-3.2991323","-2.0653372,-0.5902243,-3.3519254","-1.9164026,-0.013033062,-2.8022437","-1.864329,-0.3196715,-2.8484564","-1.8492062,-0.6198003,-2.881757","-1.9419689,-0.45220637,-3.1611242","-1.8370315,-0.8046914,-3.2552922","-1.7395674,-1.1163986,-3.3402388","-1.8890855,-0.46189636,-2.997473","-1.8968346,-0.83021766,-3.089149","-1.8059086,-1.1362236,-3.198554","-2.1169765,0.18559334,-3.0128279","-2.1086597,0.18025285,-2.9730182","-2.0345526,0.2085965,-3.065703","-2.0109878,0.19346535,-2.9529097"
5,2023-04-04,16:19:40.570759,"-0.66040367,0.39958146,-4.3897557","-0.65723586,0.26628345,-4.50909","-0.79937536,0.26249886,-4.5120687","-0.83562297,0.07373595,-4.576099","-0.8704658,-0.107528925,-4.6383696","-0.51509637,0.27006808,-4.5061116","-0.45165795,0.102891624,-4.601362","-0.39069578,-0.06042874,-4.688303","-0.7266087,-0.17316043,-4.6703434","-0.7119591,-0.5672391,-4.591629","-0.69791716,-0.85918117,-4.7974014","-0.5578374,-0.17115837,-4.6664844","-0.56801814,-0.53825426,-4.830331","-0.57713217,-0.86623746,-4.9721537","-0.68632907,0.43582076,-4.4015183","-0.64151436,0.43984044,-4.401846","-0.728817,0.44185767,-4.474431","-0.6018417,0.45324674,-4.47536"
4,2023-04-04,16:19:40.657468,"-1.1979407,0.009545699,-1.4187994","-1.1511462,-0.102332085,-1.5015577","-1.2770945,-0.10371892,-1.5027812","-1.339175,-0.26484227,-1.5781776","-1.3987298,-0.4172548,-1.6559263","-1.0251976,-0.10094531,-1.5003344","-0.8949289,-0.2138744,-1.5763376","-0.9319608,-0.32447755,-1.4377129","-1.2280027,-0.5357869,-1.5197651","-1.2665579,-0.887195,-1.5270137","-1.3008353,-1.1995667,-1.532974","-1.0644128,-0.5355422,-1.5177262","-1.1023704,-0.866095,-1.6373953","-1.1361152,-1.1600934,-1.7432853","-1.2123026,0.042355627,-1.443477","-1.1736939,0.04276921,-1.4329422","-1.2271495,0.04557675,-1.5285686","-1.117758,0.04674852,-1.4987202"
5,2023-04-04,16:19:40.659461,"-0.70862997,0.38690495,-4.109896","-0.66474825,0.2547692,-4.2349205","-0.80679715,0.2514151,-4.2411346","-0.8291223,0.068017185,-4.320437","-0.8505801,-0.108223915,-4.3969297","-0.52269936,0.25812322,-4.2287064","-0.46553552,0.09799862,-4.3360124","-0.41052118,-0.053141773,-4.443262","-0.7324012,-0.19072872,-4.4110928","-0.70947427,-0.56534654,-4.227595","-0.7020645,-0.8583541,-4.455622","-0.56101197,-0.19005728,-4.403026","-0.5755879,-0.55787253,-4.600599","-0.5887246,-0.88698244,-4.772118","-0.7315423,0.42378268,-4.12909","-0.68398327,0.42673075,-4.117628","-0.75808007,0.43014142,-4.212706","-0.62332934,0.438494,-4.1802306"
4,2023-04-04,16:19:40.749162,"-1.2480419,-0.01988548,-1.1858652","-1.2042029,-0.13896717,-1.274486","-1.3386583,-0.13950837,-1.2726898","-1.4204202,-0.2978913,-1.3582544","-1.4990302,-0.44750655,-1.4453063","-1.0697471,-0.138426,-1.2762821","-0.9276244,-0.24254444,-1.3660151","-0.9772342,-0.36408645,-1.2285062","-1.2847699,-0.57044315,-1.3117802","-1.3238865,-0.92095506,-1.3356249","-1.3586473,-1.2325566,-1.356313","-1.1211957,-0.57153577,-1.3148878","-1.1639639,-0.8896889,-1.4628972","-1.2019714,-1.1727157,-1.5939813","-1.2612478,0.013581514,-1.2104813","-1.2215073,0.011342645,-1.2007354","-1.2790885,0.016916648,-1.2949158","-1.166491,0.010573119,-1.2673025"
5,2023-04-04,16:19:40.751155,"-0.77061915,0.3328378,-3.9516366","-0.70181644,0.2040788,-4.053607","-0.84362227,0.20037654,-4.075739","-0.8663234,0.021744192,-4.168467","-0.882156,-0.15430057,-4.086699","-0.5600107,0.20778102,-4.031475","-0.47214872,0.04997641,-4.123134","-0.46596503,-0.1125797,-4.016056","-0.75552344,-0.25720608,-4.189624","-0.7665227,-0.6595503,-4.1251063","-0.75098896,-1.0005445,-4.2466483","-0.5857602,-0.25578165,-4.1629896","-0.59681714,-0.6195521,-4.3466015","-0.6073429,-0.94516724,-4.505203","-0.78815496,0.37108737,-3.9729419","-0.74393255,0.37170482,-3.952909","-0.79847866,0.37968335,-4.0582843","-0.6731816,0.38143277,-4.0015244"
4,2023-04-04,16:19:40.849825,"-1.3314242,-0.0992154,-0.7041834","-1.3080659,-0.22665517,-0.78365105","-1.4677799,-0.22828975,-0.7849147","-1.5565695,-0.3844216,-0.9003535","-1.6419218,-0.53286636,-1.0136082","-1.1483519,-0.22502059,-0.78238755","-1.0148863,-0.3390458,-0.9039277","-1.0651233,-0.48731774,-0.77111477","-1.3849244,-0.6576888,-0.8711146","-1.4208117,-1.0044531,-0.93749285","-1.4527092,-1.3127712,-0.99606067","-1.2209939,-0.6576714,-0.87203354","-1.257312,-0.9575746,-1.0582551","-1.2895921,-1.2243984,-1.2233939","-1.3468746,-0.06490848,-0.71629345","-1.3025187,-0.07249399,-0.70776","-1.3779415,-0.05945979,-0.7753151","-1.2522666,-0.08095204,-0.75113714"
5,2023-04-04,16:19:40.851818,"-0.83648133,0.2510544,-3.6190748","-0.7603609,0.12272334,-3.7051773","-0.9110714,0.11301559,-3.724992","-0.9438747,-0.071317196,-3.8296556","-0.93922275,-0.20454651,-3.6722822","-0.6096504,0.13243118,-3.6853628","-0.50337404,-0.042890966,-3.7484229","-0.5604455,-0.09492922,-3.5571826","-0.80932486,-0.35579115,-3.7611566","-0.76875824,-0.71971756,-3.81542","-0.7281417,-1.0340419,-3.9038687","-0.63841325,-0.3469078,-3.7397883","-0.6675194,-0.70872056,-3.8124309","-0.68623775,-1.0159109,-3.9288626","-0.85754484,0.28905344,-3.644121","-0.80605316,0.29065567,-3.6236339","-0.8761327,0.29393086,-3.7353122","-0.7302396,0.29847062,-3.6772652"
4,2023-04-04,16:19:40.941519,"-1.3486216,-0.124297455,-0.5632897","-1.3292289,-0.25277233,-0.6423733","-1.496422,-0.25601956,-0.64365494","-1.578753,-0.41003418,-0.7743307","-1.6579198,-0.55758893,-0.90060806","-1.1620357,-0.24952506,-0.6410917","-1.0447367,-0.37297225,-0.77738833","-1.084414,-0.53277725,-0.64748895","-1.4021438,-0.68229824,-0.7529421","-1.4359434,-1.0255277,-0.8408611","-1.4659836,-1.330719,-0.9186285","-1.2379587,-0.6806048,-0.7539999","-1.2698733,-0.97627914,-0.9495421","-1.2982363,-1.2393357,-1.1230031","-1.365016,-0.08982422,-0.5720256","-1.3189687,-0.09873509,-0.5641618","-1.3996665,-0.083277695,-0.62533796","-1.2691989,-0.1085251,-0.603057"
